Rank	Word	Frequency	Frequency per million	Zipf value
157	sonder	226	615.4785	5.7892
157	speel	226	615.4785	5.7892
158	gelukkig	225	612.7551	5.7873
158	mens	225	612.7551	5.7873
159	gou	223	607.3084	5.7834
160	seun	222	604.585	5.7815
161	voel	221	601.8617	5.7795
162	lief	219	596.415	5.7755
163	de	218	593.6916	5.7736
164	selfs	215	585.5215	5.7675
165	vergeet	214	582.7982	5.7655
166	bedoel	212	577.3515	5.7614
166	slaap	212	577.3515	5.7614
167	soek	211	574.6281	5.7594
168	nuwe	210	571.9048	5.7573
169	teen	206	561.0113	5.749
169	verkeerd	206	561.0113	5.749
170	vind	204	555.5646	5.7447
171	liefde	201	547.3946	5.7383
172	klein	200	544.6712	5.7361
172	me	200	544.6712	5.7361
172	vandag	200	544.6712	5.7361
173	daarvan	199	541.9479	5.734
173	geld	199	541.9479	5.734
174	heer	198	539.2245	5.7318
175	bring	195	531.0544	5.7251
176	gibbs	194	528.3311	5.7229
176	onder	194	528.3311	5.7229
177	keer	192	522.8844	5.7184
178	graag	191	520.161	5.7161
179	hoekom	190	517.4376	5.7139
179	self	190	517.4376	5.7139
180	stop	188	511.9909	5.7093
181	plek	183	498.3742	5.6976
182	gehad	180	490.2041	5.6904
182	geweet	180	490.2041	5.6904
183	ou	176	479.3107	5.6806
184	dae	175	476.5873	5.6781
184	eet	175	476.5873	5.6781
184	onthou	175	476.5873	5.6781
185	ag	174	473.864	5.6757
185	liewe	174	473.864	5.6757
186	jy's	170	462.9705	5.6656
186	moeder	170	462.9705	5.6656
187	land	169	460.2472	5.663
188	gekom	168	457.5238	5.6604
189	gebruik	167	454.8005	5.6578
190	wanneer	166	452.0771	5.6552
191	verskoon	163	443.907	5.6473
192	agent	161	438.4603	5.6419
192	stil	161	438.4603	5.6419
193	laaste	158	430.2903	5.6338
193	ontmoet	158	430.2903	5.6338
193	skryf	158	430.2903	5.6338
194	mamma	157	427.5669	5.631
195	gekry	156	424.8435	5.6282
196	dalk	153	416.6735	5.6198
196	geluk	153	416.6735	5.6198
197	mekaar	151	411.2268	5.6141
198	eie	149	405.7801	5.6083
198	sissi	149	405.7801	5.6083
199	nag	148	403.0567	5.6054
200	alle	147	400.3333	5.6024
200	drink	147	400.3333	5.6024
200	gehoor	147	400.3333	5.6024
200	lees	147	400.3333	5.6024
200	vriend	147	400.3333	5.6024
201	paar	146	397.61	5.5995
201	verloor	146	397.61	5.5995
202	lekker	145	394.8866	5.5965
203	baas	144	392.1633	5.5935
204	kamer	142	386.7166	5.5874
204	leer	142	386.7166	5.5874
204	watter	142	386.7166	5.5874
205	gelede	141	383.9932	5.5843
205	gemaak	141	383.9932	5.5843
206	verander	140	381.2698	5.5812
207	pas	139	378.5465	5.5781
207	raak	139	378.5465	5.5781
208	hele	138	375.8231	5.575
208	totsiens	138	375.8231	5.575
209	later	137	373.0998	5.5718
210	anna	134	364.9297	5.5622
210	volgende	134	364.9297	5.5622
211	bang	132	359.483	5.5557
211	hoop	132	359.483	5.5557
212	wêreld	131	356.7596	5.5524
213	beste	129	351.3129	5.5457
213	daar's	129	351.3129	5.5457
214	hart	128	348.5896	5.5423
214	mcgee	128	348.5896	5.5423
215	dus	126	343.1429	5.5355
215	oë	126	343.1429	5.5355
216	beteken	124	337.6961	5.5285
216	dinge	124	337.6961	5.5285
216	meisie	124	337.6961	5.5285
217	veel	123	334.9728	5.525
218	vriende	122	332.2494	5.5215
219	kop	121	329.5261	5.5179
219	luitenant	121	329.5261	5.5179
220	dieselfde	120	326.8027	5.5143
220	gevind	120	326.8027	5.5143
220	sing	120	326.8027	5.5143
220	tony	120	326.8027	5.5143
221	loop	118	321.356	5.507
221	vat	118	321.356	5.507
222	gek	117	318.6327	5.5033
223	betaal	116	315.9093	5.4996
223	dadelik	116	315.9093	5.4996
223	haal	116	315.9093	5.4996
223	lê	116	315.9093	5.4996
223	saak	116	315.9093	5.4996
224	drie	115	313.1859	5.4958
224	eens	115	313.1859	5.4958
225	leef	114	310.4626	5.492
225	verkoop	114	310.4626	5.492
226	familie	113	307.7392	5.4882
227	agter	111	302.2925	5.4804
227	geword	111	302.2925	5.4804
227	madame	111	302.2925	5.4804
227	stel	111	302.2925	5.4804
228	enige	110	299.5692	5.4765
229	besoek	109	296.8458	5.4725
229	uur	109	296.8458	5.4725
230	dokter	108	294.1225	5.4685
230	oop	108	294.1225	5.4685
231	dogter	107	291.3991	5.4645
232	gereed	106	288.6757	5.4604
233	dr	105	285.9524	5.4563
233	oupa	105	285.9524	5.4563
233	vroue	105	285.9524	5.4563
234	maklik	104	283.229	5.4521
234	ziva	104	283.229	5.4521
235	binne	103	280.5057	5.4479
235	here	103	280.5057	5.4479
235	ooit	103	280.5057	5.4479
235	trou	103	280.5057	5.4479
235	wys	103	280.5057	5.4479
236	ver	102	277.7823	5.4437
237	behoort	101	275.059	5.4394
237	daarvoor	101	275.059	5.4394
237	enigste	101	275.059	5.4394
237	gevra	101	275.059	5.4394
238	klaar	99	269.6122	5.4307
238	liewer	99	269.6122	5.4307
239	deel	98	266.8889	5.4263
239	siek	98	266.8889	5.4263
239	sleg	98	266.8889	5.4263
239	steeds	98	266.8889	5.4263
239	stuur	98	266.8889	5.4263
240	daaroor	97	264.1655	5.4219
240	the	97	264.1655	5.4219
240	verlaat	97	264.1655	5.4219
241	eintlik	96	261.4422	5.4174
241	huistoe	96	261.4422	5.4174
241	jong	96	261.4422	5.4174
242	hand	95	258.7188	5.4128
242	pad	95	258.7188	5.4128
242	verder	95	258.7188	5.4128
243	franz	94	255.9955	5.4082
243	hande	94	255.9955	5.4082
243	he	94	255.9955	5.4082
243	skuld	94	255.9955	5.4082
243	suster	94	255.9955	5.4082
243	trek	94	255.9955	5.4082
244	geskryf	93	253.2721	5.4036
244	hoogheid	93	253.2721	5.4036
244	hy's	93	253.2721	5.4036
244	noem	93	253.2721	5.4036
244	sulke	93	253.2721	5.4036
245	idee	92	250.5488	5.3989
246	brief	91	247.8254	5.3941
246	moeilik	91	247.8254	5.3941
247	daarmee	90	245.102	5.3893
247	dinozzo	90	245.102	5.3893
247	gegee	90	245.102	5.3893
247	geval	90	245.102	5.3893
247	tussen	90	245.102	5.3893
248	dra	89	242.3787	5.3845
248	hulp	89	242.3787	5.3845
248	kos	89	242.3787	5.3845
248	manne	89	242.3787	5.3845
248	oorlog	89	242.3787	5.3845
248	water	89	242.3787	5.3845
249	regte	88	239.6553	5.3796
249	volg	88	239.6553	5.3796
250	bel	87	236.932	5.3746
250	probleem	87	236.932	5.3746
250	sterf	87	236.932	5.3746
250	vanaand	87	236.932	5.3746
250	verwag	87	236.932	5.3746
251	koffie	86	234.2086	5.3696
251	mee	86	234.2086	5.3696
251	myne	86	234.2086	5.3696
251	verby	86	234.2086	5.3696
252	a	85	231.4853	5.3645
252	besluit	85	231.4853	5.3645
252	broer	85	231.4853	5.3645
252	gepraat	85	231.4853	5.3645
252	oomblik	85	231.4853	5.3645
253	buite	84	228.7619	5.3594
253	daarom	84	228.7619	5.3594
253	haai	84	228.7619	5.3594
253	mos	84	228.7619	5.3594
254	aarde	83	226.0386	5.3542
254	gestuur	83	226.0386	5.3542
254	koning	83	226.0386	5.3542
254	lag	83	226.0386	5.3542
254	reeds	83	226.0386	5.3542
254	vertrou	83	226.0386	5.3542
255	benodig	82	223.3152	5.3489
255	val	82	223.3152	5.3489
255	weke	82	223.3152	5.3489
256	graaf	81	220.5918	5.3436
256	marie	81	220.5918	5.3436
257	arme	80	217.8685	5.3382
257	gaaf	80	217.8685	5.3382
257	hul	80	217.8685	5.3382
257	pappa	80	217.8685	5.3382
257	sorg	80	217.8685	5.3382
257	ten	80	217.8685	5.3382
257	woord	80	217.8685	5.3382
258	keiser	79	215.1451	5.3327
258	stem	79	215.1451	5.3327
259	gegaan	78	212.4218	5.3272
259	gehou	78	212.4218	5.3272
259	gesig	78	212.4218	5.3272
259	heel	78	212.4218	5.3272
259	lig	78	212.4218	5.3272
259	moontlik	78	212.4218	5.3272
259	musiek	78	212.4218	5.3272
259	vertrek	78	212.4218	5.3272
260	asb	77	209.6984	5.3216
261	keith	76	206.9751	5.3159
261	meisies	76	206.9751	5.3159
261	t	76	206.9751	5.3159
261	wens	76	206.9751	5.3159
262	antwoord	75	204.2517	5.3102
262	besig	75	204.2517	5.3102
262	dames	75	204.2517	5.3102
262	mev	75	204.2517	5.3102
262	skool	75	204.2517	5.3102
263	ding	74	201.5283	5.3043
263	dom	74	201.5283	5.3043
263	ek's	74	201.5283	5.3043
263	gewerk	74	201.5283	5.3043
263	naby	74	201.5283	5.3043
263	oh	74	201.5283	5.3043
263	presies	74	201.5283	5.3043
263	week	74	201.5283	5.3043
264	eer	73	198.805	5.2984
264	heidi	73	198.805	5.2984
264	hoeveel	73	198.805	5.2984
264	welkom	73	198.805	5.2984
265	bed	72	196.0816	5.2924
265	martin	72	196.0816	5.2924
265	son	72	196.0816	5.2924
266	aanvaar	71	193.3583	5.2864
266	mans	71	193.3583	5.2864
266	prins	71	193.3583	5.2864
267	rede	70	190.6349	5.2802
267	rus	70	190.6349	5.2802
267	verseker	70	190.6349	5.2802
267	von	70	190.6349	5.2802
268	geniet	69	187.9116	5.274
268	jouself	69	187.9116	5.274
268	koop	69	187.9116	5.274
268	verdomp	69	187.9116	5.274
269	minute	68	185.1882	5.2676
269	ncis	68	185.1882	5.2676
269	sommer	68	185.1882	5.2676
269	vol	68	185.1882	5.2676
269	vuur	68	185.1882	5.2676
270	daaraan	67	182.4649	5.2612
270	snaaks	67	182.4649	5.2612
270	swaar	67	182.4649	5.2612
271	beweeg	66	179.7415	5.2546
271	hoef	66	179.7415	5.2546
271	keiserin	66	179.7415	5.2546
271	manier	66	179.7415	5.2546
271	voorstel	66	179.7415	5.2546
272	anne	65	177.0181	5.248
272	bewys	65	177.0181	5.248
272	dame	65	177.0181	5.248
272	gevoel	65	177.0181	5.248
272	mevrou	65	177.0181	5.248
272	myself	65	177.0181	5.248
272	ouers	65	177.0181	5.248
272	ry	65	177.0181	5.248
272	slegte	65	177.0181	5.248
272	waarheid	65	177.0181	5.248
273	anton	64	174.2948	5.2413
273	draai	64	174.2948	5.2413
273	gebring	64	174.2948	5.2413
273	geheim	64	174.2948	5.2413
273	maal	64	174.2948	5.2413
273	minder	64	174.2948	5.2413
273	sodat	64	174.2948	5.2413
273	tel	64	174.2948	5.2413
273	waarvoor	64	174.2948	5.2413
273	wonderlik	64	174.2948	5.2413
274	bemin	63	171.5714	5.2344
274	ernstig	63	171.5714	5.2344
274	minste	63	171.5714	5.2344
274	skilder	63	171.5714	5.2344
274	terugkom	63	171.5714	5.2344
275	abby	62	168.8481	5.2275
275	asof	62	168.8481	5.2275
275	bekommerd	62	168.8481	5.2275
275	dans	62	168.8481	5.2275
275	haat	62	168.8481	5.2275
275	heeltemal	62	168.8481	5.2275
275	hemel	62	168.8481	5.2275
275	kwaad	62	168.8481	5.2275
275	tante	62	168.8481	5.2275
275	terwyl	62	168.8481	5.2275
275	volgens	62	168.8481	5.2275
275	woon	62	168.8481	5.2275
276	bestaan	61	166.1247	5.2204
276	bo	61	166.1247	5.2204
276	dikwels	61	166.1247	5.2204
276	kaptein	61	166.1247	5.2204
276	oom	61	166.1247	5.2204
276	per	61	166.1247	5.2204
277	byna	60	163.4014	5.2133
277	duidelik	60	163.4014	5.2133
277	film	60	163.4014	5.2133
277	huil	60	163.4014	5.2133
277	ophou	60	163.4014	5.2133
277	parys	60	163.4014	5.2133
277	reis	60	163.4014	5.2133
277	schiller	60	163.4014	5.2133
277	sterk	60	163.4014	5.2133
277	vas	60	163.4014	5.2133
277	versigtig	60	163.4014	5.2133
277	you	60	163.4014	5.2133
278	beloof	59	160.678	5.206
278	direkteur	59	160.678	5.206
278	doodmaak	59	160.678	5.206
278	gravin	59	160.678	5.206
278	homself	59	160.678	5.206
278	klink	59	160.678	5.206
278	plan	59	160.678	5.206
278	red	59	160.678	5.206
278	trots	59	160.678	5.206
278	veg	59	160.678	5.206
278	vier	59	160.678	5.206
278	waarvan	59	160.678	5.206
279	kort	58	157.9547	5.1985
279	lang	58	157.9547	5.1985
279	lug	58	157.9547	5.1985
279	maande	58	157.9547	5.1985
279	moeg	58	157.9547	5.1985
279	nene	58	157.9547	5.1985
279	ongelukkig	58	157.9547	5.1985
279	onmoontlik	58	157.9547	5.1985
279	steek	58	157.9547	5.1985
280	bevel	57	155.2313	5.191
280	hard	57	155.2313	5.191
280	nogal	57	155.2313	5.191
280	oud	57	155.2313	5.191
280	spesiale	57	155.2313	5.191
280	storie	57	155.2313	5.191
280	vergewe	57	155.2313	5.191
281	amper	56	152.5079	5.1833
281	gevaar	56	152.5079	5.1833
281	gewees	56	152.5079	5.1833
281	johannes	56	152.5079	5.1833
281	nê	56	152.5079	5.1833
281	peter	56	152.5079	5.1833
281	warm	56	152.5079	5.1833
281	woorde	56	152.5079	5.1833
282	darem	55	149.7846	5.1755
282	gebou	55	149.7846	5.1755
282	geloof	55	149.7846	5.1755
282	huwelik	55	149.7846	5.1755
282	jare	55	149.7846	5.1755
282	ouma	55	149.7846	5.1755
282	sedert	55	149.7846	5.1755
282	stad	55	149.7846	5.1755
283	alreeds	54	147.0612	5.1675
283	baba	54	147.0612	5.1675
283	maand	54	147.0612	5.1675
283	majoor	54	147.0612	5.1675
283	prinses	54	147.0612	5.1675
283	rustig	54	147.0612	5.1675
283	wells	54	147.0612	5.1675
284	albei	53	144.3379	5.1594
284	franse	53	144.3379	5.1594
284	gedood	53	144.3379	5.1594
284	geleer	53	144.3379	5.1594
284	joune	53	144.3379	5.1594
284	orde	53	144.3379	5.1594
284	vinnig	53	144.3379	5.1594
284	wonder	53	144.3379	5.1594
285	breek	52	141.6145	5.1511
285	getroud	52	141.6145	5.1511
285	hello	52	141.6145	5.1511
285	ontvang	52	141.6145	5.1511
285	plaas	52	141.6145	5.1511
285	pragtige	52	141.6145	5.1511
285	russe	52	141.6145	5.1511
285	vry	52	141.6145	5.1511
286	aand	51	138.8912	5.1427
286	besef	51	138.8912	5.1427
286	beskerm	51	138.8912	5.1427
286	einde	51	138.8912	5.1427
286	fout	51	138.8912	5.1427
286	generaal	51	138.8912	5.1427
286	lei	51	138.8912	5.1427
286	platform	51	138.8912	5.1427
286	sweer	51	138.8912	5.1427
286	sy's	51	138.8912	5.1427
286	veilig	51	138.8912	5.1427
287	albert	50	136.1678	5.1341
287	ben	50	136.1678	5.1341
287	birkut	50	136.1678	5.1341
287	blomme	50	136.1678	5.1341
287	droom	50	136.1678	5.1341
287	hoof	50	136.1678	5.1341
287	inger	50	136.1678	5.1341
287	oral	50	136.1678	5.1341
287	verdien	50	136.1678	5.1341
287	wyn	50	136.1678	5.1341
288	bereik	49	133.4444	5.1253
288	gister	49	133.4444	5.1253
288	hallo	49	133.4444	5.1253
288	mis	49	133.4444	5.1253
288	stap	49	133.4444	5.1253
288	verduidelik	49	133.4444	5.1253
289	eenmaal	48	130.7211	5.1163
289	gladnie	48	130.7211	5.1163
289	kameraad	48	130.7211	5.1163
289	klomp	48	130.7211	5.1163
289	langs	48	130.7211	5.1163
289	nuus	48	130.7211	5.1163
289	omtrent	48	130.7211	5.1163
289	ontploffing	48	130.7211	5.1163
289	pragtig	48	130.7211	5.1163
289	pyn	48	130.7211	5.1163
289	sekerlik	48	130.7211	5.1163
289	verlede	48	130.7211	5.1163
289	waaroor	48	130.7211	5.1163
290	't	47	127.9977	5.1072
290	bos	47	127.9977	5.1072
290	daarna	47	127.9977	5.1072
290	dank	47	127.9977	5.1072
290	enigiets	47	127.9977	5.1072
290	grap	47	127.9977	5.1072
290	kies	47	127.9977	5.1072
290	leopold	47	127.9977	5.1072
290	plesier	47	127.9977	5.1072
290	prokureur	47	127.9977	5.1072
290	roep	47	127.9977	5.1072
290	ryk	47	127.9977	5.1072
290	skiet	47	127.9977	5.1072
290	slaan	47	127.9977	5.1072
290	totaal	47	127.9977	5.1072
290	treurig	47	127.9977	5.1072
290	woonstel	47	127.9977	5.1072
291	belangrik	46	125.2744	5.0979
291	doel	46	125.2744	5.0979
291	doktor	46	125.2744	5.0979
291	duitse	46	125.2744	5.0979
291	enkele	46	125.2744	5.0979
291	erken	46	125.2744	5.0979
291	geneem	46	125.2744	5.0979
291	gesoek	46	125.2744	5.0979
291	hare	46	125.2744	5.0979
291	heen	46	125.2744	5.0979
291	kant	46	125.2744	5.0979
291	komaan	46	125.2744	5.0979
291	liggaam	46	125.2744	5.0979
291	rond	46	125.2744	5.0979
291	skoon	46	125.2744	5.0979
291	soort	46	125.2744	5.0979
291	staat	46	125.2744	5.0979
291	verdwyn	46	125.2744	5.0979
291	vlieg	46	125.2744	5.0979
291	vrae	46	125.2744	5.0979
291	vyf	46	125.2744	5.0979
292	bom	45	122.551	5.0883
292	klop	45	122.551	5.0883
292	kolonel	45	122.551	5.0883
292	pak	45	122.551	5.0883
292	rok	45	122.551	5.0883
292	rooi	45	122.551	5.0883
292	ses	45	122.551	5.0883
292	tuis	45	122.551	5.0883
292	venster	45	122.551	5.0883
292	wenen	45	122.551	5.0883
293	beide	44	119.8277	5.0786
293	charlotte	44	119.8277	5.0786
293	dié	44	119.8277	5.0786
293	druk	44	119.8277	5.0786
293	frank	44	119.8277	5.0786
293	frankryk	44	119.8277	5.0786
293	gemors	44	119.8277	5.0786
293	gesondheid	44	119.8277	5.0786
293	gilles	44	119.8277	5.0786
293	gooi	44	119.8277	5.0786
293	herken	44	119.8277	5.0786
293	liefhet	44	119.8277	5.0786
293	rembrandt	44	119.8277	5.0786
293	see	44	119.8277	5.0786
293	spel	44	119.8277	5.0786
293	teken	44	119.8277	5.0786
293	vreugde	44	119.8277	5.0786
293	wakker	44	119.8277	5.0786
293	werklik	44	119.8277	5.0786
294	begryp	43	117.1043	5.0686
294	bloed	43	117.1043	5.0686
294	deer	43	117.1043	5.0686
294	dooie	43	117.1043	5.0686
294	duiwel	43	117.1043	5.0686
294	genoem	43	117.1043	5.0686
294	glimlag	43	117.1043	5.0686
294	hof	43	117.1043	5.0686
294	jan	43	117.1043	5.0686
294	ok	43	117.1043	5.0686
294	soen	43	117.1043	5.0686
294	stilte	43	117.1043	5.0686
294	tafel	43	117.1043	5.0686
294	vermoor	43	117.1043	5.0686
294	vlug	43	117.1043	5.0686
294	voordat	43	117.1043	5.0686
294	voort	43	117.1043	5.0686
294	vrede	43	117.1043	5.0686
294	vrees	43	117.1043	5.0686
294	watse	43	117.1043	5.0686
295	aangaan	42	114.381	5.0584
295	belowe	42	114.381	5.0584
295	beslis	42	114.381	5.0584
295	chabert	42	114.381	5.0584
295	daarop	42	114.381	5.0584
295	elkeen	42	114.381	5.0584
295	erger	42	114.381	5.0584
295	gesond	42	114.381	5.0584
295	hond	42	114.381	5.0584
295	mathieu	42	114.381	5.0584
295	min	42	114.381	5.0584
295	parsa	42	114.381	5.0584
295	s'n	42	114.381	5.0584
295	soms	42	114.381	5.0584
295	soveel	42	114.381	5.0584
295	vera	42	114.381	5.0584
295	verlief	42	114.381	5.0584
296	erg	41	111.6576	5.0479
296	grond	41	111.6576	5.0479
296	mal	41	111.6576	5.0479
296	probleme	41	111.6576	5.0479
296	span	41	111.6576	5.0479
296	tant	41	111.6576	5.0479
296	toekoms	41	111.6576	5.0479
296	verkies	41	111.6576	5.0479
296	werd	41	111.6576	5.0479
297	beveel	40	108.9342	5.0372
297	bier	40	108.9342	5.0372
297	boek	40	108.9342	5.0372
297	boeke	40	108.9342	5.0372
297	ciske	40	108.9342	5.0372
297	elk	40	108.9342	5.0372
297	gebreek	40	108.9342	5.0372
297	george	40	108.9342	5.0372
297	hang	40	108.9342	5.0372
297	hitler	40	108.9342	5.0372
297	juis	40	108.9342	5.0372
297	kans	40	108.9342	5.0372
297	lotte	40	108.9342	5.0372
297	mcbride	40	108.9342	5.0372
297	meester	40	108.9342	5.0372
297	mike	40	108.9342	5.0372
297	monsieur	40	108.9342	5.0372
297	oostenryk	40	108.9342	5.0372
297	skip	40	108.9342	5.0372
297	tronk	40	108.9342	5.0372
297	vraag	40	108.9342	5.0372
298	adres	39	106.2109	5.0262
298	beplan	39	106.2109	5.0262
298	gebel	39	106.2109	5.0262
298	gelees	39	106.2109	5.0262
298	gelyk	39	106.2109	5.0262
298	gevolg	39	106.2109	5.0262
298	gewoonlik	39	106.2109	5.0262
298	ivan	39	106.2109	5.0262
298	koningin	39	106.2109	5.0262
298	menere	39	106.2109	5.0262
298	muur	39	106.2109	5.0262
298	nelly	39	106.2109	5.0262
298	opdrag	39	106.2109	5.0262
298	polisie	39	106.2109	5.0262
298	siedler	39	106.2109	5.0262
298	sophie	39	106.2109	5.0262
298	uiteindelik	39	106.2109	5.0262
298	veral	39	106.2109	5.0262
299	aandag	38	103.4875	5.0149
299	bedank	38	103.4875	5.0149
299	borin	38	103.4875	5.0149
299	don's	38	103.4875	5.0149
299	engelse	38	103.4875	5.0149
299	gaste	38	103.4875	5.0149
299	germain	38	103.4875	5.0149
299	hertog	38	103.4875	5.0149
299	hier's	38	103.4875	5.0149
299	klara	38	103.4875	5.0149
299	klas	38	103.4875	5.0149
299	melk	38	103.4875	5.0149
299	slag	38	103.4875	5.0149
299	stuk	38	103.4875	5.0149
300	asem	37	100.7642	5.0033
300	boodskap	37	100.7642	5.0033
300	bou	37	100.7642	5.0033
300	caroline	37	100.7642	5.0033
300	gebore	37	100.7642	5.0033
