Rank	Word	Frequency	Frequency per million	Zipf value
126	maganda	72	708.5917	5.8504
126	pag	72	708.5917	5.8504
126	pang	72	708.5917	5.8504
127	bagay	70	688.9086	5.8382
127	bata	70	688.9086	5.8382
128	makita	69	679.067	5.8319
129	lugar	68	669.2255	5.8256
129	marami	68	669.2255	5.8256
129	rancho	68	669.2255	5.8256
130	todd	67	659.3839	5.8191
131	ayos	66	649.5424	5.8126
132	season	65	639.7008	5.806
133	mukhang	63	620.0177	5.7924
133	nangyayari	63	620.0177	5.7924
133	palabas	63	620.0177	5.7924
134	nangyari	62	610.1762	5.7855
135	kaming	61	600.3346	5.7784
135	loob	61	600.3346	5.7784
135	man	61	600.3346	5.7784
135	ngunit	61	600.3346	5.7784
135	sayo	61	600.3346	5.7784
136	halika	60	590.4931	5.7712
136	rito	60	590.4931	5.7712
137	ah	59	580.6515	5.7639
137	elliot	59	580.6515	5.7639
137	taong	59	580.6515	5.7639
138	talagang	58	570.81	5.7565
139	dalawa	57	560.9684	5.7489
139	lupa	57	560.9684	5.7489
139	pare	57	560.9684	5.7489
139	sandali	57	560.9684	5.7489
140	niyang	56	551.1269	5.7413
140	upang	56	551.1269	5.7413
141	magiging	55	541.2853	5.7334
141	pwede	55	541.2853	5.7334
141	trabaho	55	541.2853	5.7334
142	hanggang	54	531.4438	5.7255
142	patay	54	531.4438	5.7255
142	silang	54	531.4438	5.7255
143	tingin	53	521.6022	5.7173
144	'to	52	511.7607	5.7091
144	aming	52	511.7607	5.7091
144	kunin	52	511.7607	5.7091
144	mahal	52	511.7607	5.7091
144	nakuha	52	511.7607	5.7091
144	problema	52	511.7607	5.7091
144	pulis	52	511.7607	5.7091
145	diyan	51	501.9191	5.7006
145	lalaki	51	501.9191	5.7006
145	malaman	51	501.9191	5.7006
145	naming	51	501.9191	5.7006
145	papa	51	501.9191	5.7006
146	habang	50	492.0776	5.692
146	mabuti	50	492.0776	5.692
146	nakikita	50	492.0776	5.692
146	sarili	50	492.0776	5.692
146	the	50	492.0776	5.692
147	labas	49	482.236	5.6833
147	party	49	482.236	5.6833
147	patayin	49	482.236	5.6833
147	pupunta	49	482.236	5.6833
148	amin	48	472.3944	5.6743
148	cyril	48	472.3944	5.6743
148	kamay	48	472.3944	5.6743
148	kilala	48	472.3944	5.6743
148	pumatay	48	472.3944	5.6743
148	sorry	48	472.3944	5.6743
149	ama	47	462.5529	5.6652
149	busan	47	462.5529	5.6652
149	kaniyang	47	462.5529	5.6652
149	magaling	47	462.5529	5.6652
149	makikita	47	462.5529	5.6652
149	naging	47	462.5529	5.6652
149	puso	47	462.5529	5.6652
150	akala	46	452.7113	5.6558
150	dalawang	46	452.7113	5.6558
150	duke	46	452.7113	5.6558
150	dvd	46	452.7113	5.6558
150	heto	46	452.7113	5.6558
150	hey	46	452.7113	5.6558
150	kanila	46	452.7113	5.6558
150	pagkain	46	452.7113	5.6558
150	raju	46	452.7113	5.6558
150	tulong	46	452.7113	5.6558
150	yeah	46	452.7113	5.6558
151	dati	45	442.8698	5.6463
151	detective	45	442.8698	5.6463
151	ilang	45	442.8698	5.6463
151	sumigaw	45	442.8698	5.6463
151	zoobi	45	442.8698	5.6463
152	malaking	44	433.0282	5.6365
152	pia	44	433.0282	5.6365
153	dahilan	43	423.1867	5.6265
153	kanilang	43	423.1867	5.6265
153	uli	43	423.1867	5.6265
154	babae	42	413.3451	5.6163
154	bukas	42	413.3451	5.6163
154	diba	42	413.3451	5.6163
154	dumating	42	413.3451	5.6163
154	makinig	42	413.3451	5.6163
154	malapit	42	413.3451	5.6163
154	pakiusap	42	413.3451	5.6163
154	puwedeng	42	413.3451	5.6163
154	tulungan	42	413.3451	5.6163
155	bansa	41	403.5036	5.6058
155	espada	41	403.5036	5.6058
155	hayop	41	403.5036	5.6058
155	higit	41	403.5036	5.6058
155	kamusta	41	403.5036	5.6058
155	makakuha	41	403.5036	5.6058
156	alis	40	393.662	5.5951
156	beses	40	393.662	5.5951
156	enerhiya	40	393.662	5.5951
156	medyo	40	393.662	5.5951
156	shishio	40	393.662	5.5951
157	atin	39	383.8205	5.5841
157	gubat	39	383.8205	5.5841
157	kailangang	39	383.8205	5.5841
157	kapatid	39	383.8205	5.5841
157	milyong	39	383.8205	5.5841
157	noon	39	383.8205	5.5841
157	nung	39	383.8205	5.5841
157	tumatawa	39	383.8205	5.5841
157	wow	39	383.8205	5.5841
158	aso	38	373.9789	5.5728
158	hangin	38	373.9789	5.5728
158	hari	38	373.9789	5.5728
158	j-cub	38	373.9789	5.5728
158	nakatira	38	373.9789	5.5728
158	pagkatapos	38	373.9789	5.5728
158	sakin	38	373.9789	5.5728
158	susunod	38	373.9789	5.5728
159	daan	37	364.1374	5.5613
159	dwarf	37	364.1374	5.5613
159	farhan	37	364.1374	5.5613
159	halos	37	364.1374	5.5613
159	huli	37	364.1374	5.5613
159	ilalim	37	364.1374	5.5613
159	kaysa	37	364.1374	5.5613
159	linggo	37	364.1374	5.5613
159	narinig	37	364.1374	5.5613
159	ngayong	37	364.1374	5.5613
159	parati	37	364.1374	5.5613
159	sikat	37	364.1374	5.5613
159	tara	37	364.1374	5.5613
160	bilang	36	354.2958	5.5494
160	doobi	36	354.2958	5.5494
160	hello	36	354.2958	5.5494
160	nawala	36	354.2958	5.5494
160	pinto	36	354.2958	5.5494
161	bawat	35	344.4543	5.5371
161	bilyong	35	344.4543	5.5371
161	dagat	35	344.4543	5.5371
161	gamit	35	344.4543	5.5371
162	bilisan	34	334.6127	5.5245
162	bumalik	34	334.6127	5.5245
162	ganon	34	334.6127	5.5245
162	hayaan	34	334.6127	5.5245
162	kasalanan	34	334.6127	5.5245
162	kelangan	34	334.6127	5.5245
162	maaari	34	334.6127	5.5245
162	mamatay	34	334.6127	5.5245
162	masyadong	34	334.6127	5.5245
162	sasabihin	34	334.6127	5.5245
163	gonna	33	324.7712	5.5116
163	huling	33	324.7712	5.5116
163	kumuha	33	324.7712	5.5116
163	lungsod	33	324.7712	5.5116
163	malaki	33	324.7712	5.5116
163	nitong	33	324.7712	5.5116
163	paraan	33	324.7712	5.5116
163	takbo	33	324.7712	5.5116
163	uh	33	324.7712	5.5116
163	umaga	33	324.7712	5.5116
164	gasps	32	314.9296	5.4982
164	gumagawa	32	314.9296	5.4982
164	lumabas	32	314.9296	5.4982
164	pabilis	32	314.9296	5.4982
164	show	32	314.9296	5.4982
164	syang	32	314.9296	5.4982
164	takot	32	314.9296	5.4982
164	tanga	32	314.9296	5.4982
165	battosai	31	305.0881	5.4844
165	ganito	31	305.0881	5.4844
165	gumawa	31	305.0881	5.4844
165	gustong	31	305.0881	5.4844
165	kundi	31	305.0881	5.4844
165	maghintay	31	305.0881	5.4844
165	maliit	31	305.0881	5.4844
165	mayroon	31	305.0881	5.4844
165	merong	31	305.0881	5.4844
165	mukha	31	305.0881	5.4844
165	tatay	31	305.0881	5.4844
165	yaon	31	305.0881	5.4844
166	bear	30	295.2465	5.4702
166	dyan	30	295.2465	5.4702
166	huy	30	295.2465	5.4702
166	katulad	30	295.2465	5.4702
166	kotse	30	295.2465	5.4702
166	kyoto	30	295.2465	5.4702
166	minsan	30	295.2465	5.4702
166	miss	30	295.2465	5.4702
166	populasyon	30	295.2465	5.4702
166	winters	30	295.2465	5.4702
167	ice	29	285.405	5.4555
167	ivan	29	285.405	5.4555
167	n'yo	29	285.405	5.4555
167	nagbibigay	29	285.405	5.4555
167	nakalimutan	29	285.405	5.4555
167	of	29	285.405	5.4555
167	opo	29	285.405	5.4555
167	planeta	29	285.405	5.4555
167	tren	29	285.405	5.4555
167	tumahimik	29	285.405	5.4555
167	you	29	285.405	5.4555
168	ano'ng	28	275.5634	5.4402
168	baby	28	275.5634	5.4402
168	ilog	28	275.5634	5.4402
168	kada	28	275.5634	5.4402
168	kayang	28	275.5634	5.4402
168	maaaring	28	275.5634	5.4402
168	magsalita	28	275.5634	5.4402
168	matagal	28	275.5634	5.4402
168	my	28	275.5634	5.4402
168	nilang	28	275.5634	5.4402
168	ok	28	275.5634	5.4402
168	pangunahing	28	275.5634	5.4402
168	pumasok	28	275.5634	5.4402
168	sigurado	28	275.5634	5.4402
168	tumingin	28	275.5634	5.4402
168	yes	28	275.5634	5.4402
169	buwan	27	265.7219	5.4244
169	langis	27	265.7219	5.4244
169	mabilis	27	265.7219	5.4244
169	magagawa	27	265.7219	5.4244
169	makina	27	265.7219	5.4244
169	masaya	27	265.7219	5.4244
169	me	27	265.7219	5.4244
169	namang	27	265.7219	5.4244
169	natatakot	27	265.7219	5.4244
169	no	27	265.7219	5.4244
169	sa'yo	27	265.7219	5.4244
169	taas	27	265.7219	5.4244
169	tawagan	27	265.7219	5.4244
169	well	27	265.7219	5.4244
170	barking	26	255.8803	5.408
170	dun	26	255.8803	5.408
170	iniisip	26	255.8803	5.408
170	lalaking	26	255.8803	5.408
170	makuha	26	255.8803	5.408
170	minuto	26	255.8803	5.408
170	naku	26	255.8803	5.408
170	nalaman	26	255.8803	5.408
170	naninirahan	26	255.8803	5.408
170	niyong	26	255.8803	5.408
170	su-an	26	255.8803	5.408
170	sumama	26	255.8803	5.408
170	ulo	26	255.8803	5.408
170	unang	26	255.8803	5.408
171	a	25	246.0388	5.391
171	asawa	25	246.0388	5.391
171	bigyan	25	246.0388	5.391
171	car	25	246.0388	5.391
171	j	25	246.0388	5.391
171	kitang	25	246.0388	5.391
171	naisip	25	246.0388	5.391
171	pamilya	25	246.0388	5.391
171	virus	25	246.0388	5.391
172	buksan	24	236.1972	5.3733
172	cub	24	236.1972	5.3733
172	eksena	24	236.1972	5.3733
172	karagatan	24	236.1972	5.3733
172	katie	24	236.1972	5.3733
172	likod	24	236.1972	5.3733
172	malakas	24	236.1972	5.3733
172	manatili	24	236.1972	5.3733
172	masama	24	236.1972	5.3733
172	maupo	24	236.1972	5.3733
172	nandoon	24	236.1972	5.3733
172	pano	24	236.1972	5.3733
172	pareho	24	236.1972	5.3733
172	parehong	24	236.1972	5.3733
172	pasensiya	24	236.1972	5.3733
172	ramone	24	236.1972	5.3733
172	ranchhoddas	24	236.1972	5.3733
172	yaman	24	236.1972	5.3733
173	ability	23	226.3557	5.3548
173	basta	23	226.3557	5.3548
173	dumbo	23	226.3557	5.3548
173	ganoon	23	226.3557	5.3548
173	ganyan	23	226.3557	5.3548
173	guys	23	226.3557	5.3548
173	halaman	23	226.3557	5.3548
173	ipakita	23	226.3557	5.3548
173	jeremy	23	226.3557	5.3548
173	kalikasan	23	226.3557	5.3548
173	kalokohan	23	226.3557	5.3548
173	kapwa	23	226.3557	5.3548
173	kausapin	23	226.3557	5.3548
173	lakas	23	226.3557	5.3548
173	liwanag	23	226.3557	5.3548
173	mahirap	23	226.3557	5.3548
173	makapaniwala	23	226.3557	5.3548
173	mamaya	23	226.3557	5.3548
173	nanay	23	226.3557	5.3548
173	pagkakataon	23	226.3557	5.3548
173	parating	23	226.3557	5.3548
173	puno	23	226.3557	5.3548
173	sobrang	23	226.3557	5.3548
173	tumigil	23	226.3557	5.3548
173	wakas	23	226.3557	5.3548
173	yang	23	226.3557	5.3548
174	agad	22	216.5141	5.3355
174	boypren	22	216.5141	5.3355
174	carbon	22	216.5141	5.3355
174	dugo	22	216.5141	5.3355
174	gobyerno	22	216.5141	5.3355
174	harap	22	216.5141	5.3355
174	kamahalan	22	216.5141	5.3355
174	kenshin	22	216.5141	5.3355
174	kumusta	22	216.5141	5.3355
174	lawa	22	216.5141	5.3355
174	libo	22	216.5141	5.3355
174	ligtas	22	216.5141	5.3355
174	mali	22	216.5141	5.3355
174	mo'ng	22	216.5141	5.3355
174	nais	22	216.5141	5.3355
174	namatay	22	216.5141	5.3355
174	pangako	22	216.5141	5.3355
174	panganib	22	216.5141	5.3355
174	pinatay	22	216.5141	5.3355
174	siyempre	22	216.5141	5.3355
174	so	22	216.5141	5.3355
174	station	22	216.5141	5.3355
174	tawag	22	216.5141	5.3355
174	telepono	22	216.5141	5.3355
174	uri	22	216.5141	5.3355
175	chatur	21	206.6726	5.3153
175	dad	21	206.6726	5.3153
175	darating	21	206.6726	5.3153
175	dubai	21	206.6726	5.3153
175	excuse	21	206.6726	5.3153
175	hanapin	21	206.6726	5.3153
175	hirap	21	206.6726	5.3153
175	ito'y	21	206.6726	5.3153
175	kahoy	21	206.6726	5.3153
175	kamatayan	21	206.6726	5.3153
175	kanina	21	206.6726	5.3153
175	kumain	21	206.6726	5.3153
175	laban	21	206.6726	5.3153
175	libong	21	206.6726	5.3153
175	maayos	21	206.6726	5.3153
175	mag-alala	21	206.6726	5.3153
175	magkaroon	21	206.6726	5.3153
175	pakialam	21	206.6726	5.3153
175	syudad	21	206.6726	5.3153
175	thorin	21	206.6726	5.3153
175	tigil	21	206.6726	5.3153
175	ulit	21	206.6726	5.3153
176	card	20	196.831	5.2941
176	daejeon	20	196.831	5.2941
176	episode	20	196.831	5.2941
176	fresnoy	20	196.831	5.2941
176	guwapo	20	196.831	5.2941
176	ilan	20	196.831	5.2941
176	kailan	20	196.831	5.2941
176	kama	20	196.831	5.2941
176	katsuji	20	196.831	5.2941
176	klima	20	196.831	5.2941
176	lagi	20	196.831	5.2941
176	mamamatay	20	196.831	5.2941
176	nagiging	20	196.831	5.2941
176	naiintindihan	20	196.831	5.2941
176	nakaraan	20	196.831	5.2941
176	palm	20	196.831	5.2941
176	saki	20	196.831	5.2941
176	sighs	20	196.831	5.2941
176	sinong	20	196.831	5.2941
176	toddy	20	196.831	5.2941
176	tumawag	20	196.831	5.2941
177	ayokong	19	186.9895	5.2718
177	babalik	19	186.9895	5.2718
177	bahala	19	186.9895	5.2718
177	gamitin	19	186.9895	5.2718
177	grabe	19	186.9895	5.2718
177	hot	19	186.9895	5.2718
177	huh	19	186.9895	5.2718
177	i'm	19	186.9895	5.2718
177	ibibigay	19	186.9895	5.2718
177	ibinigay	19	186.9895	5.2718
177	kuha	19	186.9895	5.2718
177	kuwarto	19	186.9895	5.2718
177	makukuha	19	186.9895	5.2718
177	mama	19	186.9895	5.2718
177	mangyayari	19	186.9895	5.2718
177	may-ari	19	186.9895	5.2718
177	mismo	19	186.9895	5.2718
177	nahuli	19	186.9895	5.2718
177	nakakaraan	19	186.9895	5.2718
177	pagiging	19	186.9895	5.2718
177	palagay	19	186.9895	5.2718
177	panoorin	19	186.9895	5.2718
177	pera	19	186.9895	5.2718
177	puwet	19	186.9895	5.2718
177	sakit	19	186.9895	5.2718
177	salita	19	186.9895	5.2718
177	tabi	19	186.9895	5.2718
177	tahimik	19	186.9895	5.2718
177	tatlong	19	186.9895	5.2718
177	ulan	19	186.9895	5.2718
178	agrikultura	18	177.1479	5.2483
178	aleman	18	177.1479	5.2483
178	engineer	18	177.1479	5.2483
178	ganitong	18	177.1479	5.2483
178	ganun	18	177.1479	5.2483
178	gutom	18	177.1479	5.2483
178	i	18	177.1479	5.2483
178	ibigay	18	177.1479	5.2483
178	inumin	18	177.1479	5.2483
178	kalimutan	18	177.1479	5.2483
178	kasal	18	177.1479	5.2483
178	katawan	18	177.1479	5.2483
178	mabuhay	18	177.1479	5.2483
178	mahalaga	18	177.1479	5.2483
178	muli	18	177.1479	5.2483
178	nagkaroon	18	177.1479	5.2483
178	nahanap	18	177.1479	5.2483
178	on	18	177.1479	5.2483
178	pagdating	18	177.1479	5.2483
178	please	18	177.1479	5.2483
178	s'ya	18	177.1479	5.2483
178	species	18	177.1479	5.2483
178	subukan	18	177.1479	5.2483
178	tanong	18	177.1479	5.2483
178	tignan	18	177.1479	5.2483
178	tuloy	18	177.1479	5.2483
178	tunay	18	177.1479	5.2483
178	wangdu	18	177.1479	5.2483
179	aba	17	167.3064	5.2235
179	ayoko	17	167.3064	5.2235
179	baba	17	167.3064	5.2235
179	bakla	17	167.3064	5.2235
179	chanchad	17	167.3064	5.2235
179	control	17	167.3064	5.2235
179	daw	17	167.3064	5.2235
179	dog	17	167.3064	5.2235
179	dragon	17	167.3064	5.2235
179	galit	17	167.3064	5.2235
179	gaya	17	167.3064	5.2235
179	ginagamit	17	167.3064	5.2235
179	iligtas	17	167.3064	5.2235
179	kagabi	17	167.3064	5.2235
179	kalahati	17	167.3064	5.2235
179	kesa	17	167.3064	5.2235
179	krus	17	167.3064	5.2235
179	kwento	17	167.3064	5.2235
179	litrato	17	167.3064	5.2235
179	maalala	17	167.3064	5.2235
179	mag	17	167.3064	5.2235
179	mahilig	17	167.3064	5.2235
179	mata	17	167.3064	5.2235
179	mawala	17	167.3064	5.2235
179	nanganganib	17	167.3064	5.2235
179	narito	17	167.3064	5.2235
179	nyang	17	167.3064	5.2235
179	pamamagitan	17	167.3064	5.2235
179	papunta	17	167.3064	5.2235
179	pati	17	167.3064	5.2235
179	sina	17	167.3064	5.2235
179	sulat	17	167.3064	5.2235
179	tuwing	17	167.3064	5.2235
179	umaasa	17	167.3064	5.2235
179	uy	17	167.3064	5.2235
179	whoa	17	167.3064	5.2235
180	batang	16	157.4648	5.1972
180	bayag	16	157.4648	5.1972
180	bears	16	157.4648	5.1972
180	buti	16	157.4648	5.1972
180	dali	16	157.4648	5.1972
180	dating	16	157.4648	5.1972
180	estudyante	16	157.4648	5.1972
180	eto	16	157.4648	5.1972
180	gawa	16	157.4648	5.1972
180	good	16	157.4648	5.1972
180	guwapong	16	157.4648	5.1972
180	halimbawa	16	157.4648	5.1972
180	handa	16	157.4648	5.1972
180	hinahanap	16	157.4648	5.1972
180	honey	16	157.4648	5.1972
180	hubad	16	157.4648	5.1972
180	ikot	16	157.4648	5.1972
180	jin-hee	16	157.4648	5.1972
180	kailanman	16	157.4648	5.1972
180	kakaiba	16	157.4648	5.1972
180	katotohanan	16	157.4648	5.1972
180	kinuha	16	157.4648	5.1972
180	laman	16	157.4648	5.1972
180	lampin	16	157.4648	5.1972
180	likas	16	157.4648	5.1972
180	malalaman	16	157.4648	5.1972
180	naaalala	16	157.4648	5.1972
180	nagtatrabaho	16	157.4648	5.1972
180	naririnig	16	157.4648	5.1972
180	natural	16	157.4648	5.1972
180	orc	16	157.4648	5.1972
180	out	16	157.4648	5.1972
180	palaki	16	157.4648	5.1972
180	panginoon	16	157.4648	5.1972
180	papatayin	16	157.4648	5.1972
180	punta	16	157.4648	5.1972
180	puro	16	157.4648	5.1972
180	ring	16	157.4648	5.1972
180	sigaw	16	157.4648	5.1972
180	simula	16	157.4648	5.1972
180	soo-an	16	157.4648	5.1972
180	sugita	16	157.4648	5.1972
180	sundalo	16	157.4648	5.1972
180	susi	16	157.4648	5.1972
180	sweetie	16	157.4648	5.1972
180	tamang	16	157.4648	5.1972
180	tandaan	16	157.4648	5.1972
180	turbo	16	157.4648	5.1972
180	um	16	157.4648	5.1972
180	up	16	157.4648	5.1972
181	'yan	15	147.6233	5.1692
181	andito	15	147.6233	5.1692
181	apoy	15	147.6233	5.1692
181	are	15	147.6233	5.1692
181	baril	15	147.6233	5.1692
181	bundok	15	147.6233	5.1692
181	butler	15	147.6233	5.1692
181	dalhin	15	147.6233	5.1692
181	disyerto	15	147.6233	5.1692
181	for	15	147.6233	5.1692
181	gayon	15	147.6233	5.1692
181	isda	15	147.6233	5.1692
181	isipin	15	147.6233	5.1692
181	kaarawan	15	147.6233	5.1692
181	kaguluhan	15	147.6233	5.1692
181	kuya	15	147.6233	5.1692
181	maari	15	147.6233	5.1692
181	maintindihan	15	147.6233	5.1692
181	mangyari	15	147.6233	5.1692
181	masamang	15	147.6233	5.1692
181	nakakatakot	15	147.6233	5.1692
181	nalalaman	15	147.6233	5.1692
181	nilalang	15	147.6233	5.1692
181	nun	15	147.6233	5.1692
181	pagod	15	147.6233	5.1692
181	pangangailangan	15	147.6233	5.1692
181	papuntang	15	147.6233	5.1692
181	pasensya	15	147.6233	5.1692
181	patawarin	15	147.6233	5.1692
181	phone	15	147.6233	5.1692
181	pwedeng	15	147.6233	5.1692
181	sapat	15	147.6233	5.1692
181	sarap	15	147.6233	5.1692
181	titi	15	147.6233	5.1692
181	tiwala	15	147.6233	5.1692
181	uncensored	15	147.6233	5.1692
181	zombie	15	147.6233	5.1692
182	apat	14	137.7817	5.1392
182	baliw	14	137.7817	5.1392
182	bumili	14	137.7817	5.1392
182	chief	14	137.7817	5.1392
182	contestant	14	137.7817	5.1392
182	dadaan	14	137.7817	5.1392
182	extra	14	137.7817	5.1392
182	facebook	14	137.7817	5.1392
182	gaano	14	137.7817	5.1392
182	gago	14	137.7817	5.1392
182	gawing	14	137.7817	5.1392
182	hesus	14	137.7817	5.1392
182	hi	14	137.7817	5.1392
182	himura	14	137.7817	5.1392
182	ina	14	137.7817	5.1392
182	itlog	14	137.7817	5.1392
182	itsura	14	137.7817	5.1392
182	kabundukan	14	137.7817	5.1392
182	kalaban	14	137.7817	5.1392
182	kayamanan	14	137.7817	5.1392
182	kim	14	137.7817	5.1392
182	labi	14	137.7817	5.1392
182	libro	14	137.7817	5.1392
182	limang	14	137.7817	5.1392
182	lumaki	14	137.7817	5.1392
182	mag-isa	14	137.7817	5.1392
182	magkita	14	137.7817	5.1392
182	mahahanap	14	137.7817	5.1392
182	mahusay	14	137.7817	5.1392
182	mataas	14	137.7817	5.1392
182	naintindihan	14	137.7817	5.1392
182	natutuwa	14	137.7817	5.1392
182	nyong	14	137.7817	5.1392
182	pag-asa	14	137.7817	5.1392
182	pasko	14	137.7817	5.1392
182	pum	14	137.7817	5.1392
182	pusa	14	137.7817	5.1392
